# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)

581 -0.793998 -0.0418084 -0.594638 -0.119266 -0.136303 -0.838536 3.67244 581 00000000.png

582 -0.79382 -0.0418437 -0.594876 -0.119255 -0.144091 -0.838537 3.67253 582 00000000.png

583 -0.793659 -0.0418755 -0.595091 -0.119244 -0.152117 -0.838538 3.67261 583 00000000.png

584 -0.793514 -0.0419041 -0.595284 -0.119235 -0.160338 -0.838539 3.67269 584 00000000.png

585 -0.793383 -0.0419298 -0.595458 -0.119226 -0.16871 -0.83854 3.67276 585 00000000.png

586 -0.793266 -0.041953 -0.595614 -0.119218 -0.177259 -0.83854 3.67283 586 00000000.png

587 -0.79316 -0.0419738 -0.595755 -0.119211 -0.185933 -0.838541 3.6729 587 00000000.png

588 -0.793065 -0.0419926 -0.595882 -0.119205 -0.194751 -0.838542 3.67296 588 00000000.png

589 -0.792979 -0.0420094 -0.595996 -0.119199 -0.203685 -0.838543 3.67302 589 00000000.png

590 -0.792902 -0.0420246 -0.596098 -0.119194 -0.212712 -0.838543 3.67308 590 00000000.png

591 -0.792832 -0.0420383 -0.596191 -0.11919 -0.221873 -0.838544 3.67313 591 00000000.png

592 -0.79277 -0.0420506 -0.596274 -0.119186 -0.231117 -0.838544 3.67318 592 00000000.png

593 -0.792713 -0.0420617 -0.596348 -0.119182 -0.240412 -0.838545 3.67322 593 00000000.png

594 -0.792663 -0.0420716 -0.596416 -0.119179 -0.249767 -0.838545 3.67326 594 00000000.png

595 -0.792617 -0.0420806 -0.596476 -0.119176 -0.259206 -0.838545 3.6733 595 00000000.png

596 -0.792576 -0.0420887 -0.596531 -0.119173 -0.268687 -0.838545 3.67334 596 00000000.png

597 -0.792539 -0.042096 -0.59658 -0.119171 -0.278214 -0.838545 3.67337 597 00000000.png

598 -0.792506 -0.0421025 -0.596624 -0.119168 -0.287814 -0.838546 3.67341 598 00000000.png

599 -0.792476 -0.0421084 -0.596664 -0.119167 -0.297511 -0.838546 3.67344 599 00000000.png

600 -0.792449 -0.0421137 -0.5967 -0.119165 -0.307174 -0.838546 3.67346 600 00000000.png

601 -0.792425 -0.0421184 -0.596732 -0.119163 -0.316874 -0.838546 3.67349 601 00000000.png

602 -0.792352 -0.041867 -0.596779 -0.119501 -0.325868 -0.838825 3.67351 602 00000000.png

603 -0.792233 -0.0413742 -0.596839 -0.120159 -0.334235 -0.83938 3.67354 603 00000000.png

604 -0.792072 -0.040667 -0.596912 -0.1211 -0.342036 -0.840194 3.67356 604 00000000.png

605 -0.791874 -0.0397762 -0.596993 -0.122284 -0.349314 -0.84124 3.67357 605 00000000.png

606 -0.791641 -0.0387179 -0.597082 -0.12369 -0.356121 -0.842508 3.67359 606 00000000.png

607 -0.791373 -0.0374964 -0.597177 -0.125311 -0.362514 -0.843998 3.67361 607 00000000.png

608 -0.791128 -0.0363969 -0.597261 -0.126769 -0.369238 -0.845363 3.67363 608 00000000.png

609 -0.790907 -0.0354073 -0.597334 -0.128081 -0.3763 -0.846613 3.67364 609 00000000.png

610 -0.790705 -0.0345166 -0.597399 -0.129262 -0.383691 -0.84776 3.67365 610 00000000.png

611 -0.790522 -0.0337148 -0.597456 -0.130324 -0.391327 -0.848812 3.67366 611 00000000.png

612 -0.790356 -0.0329932 -0.597506 -0.13128 -0.399161 -0.849778 3.67368 612 00000000.png

613 -0.790206 -0.0323437 -0.597551 -0.132141 -0.40722 -0.850665 3.67369 613 00000000.png

614 -0.79007 -0.0317591 -0.597591 -0.132914 -0.415467 -0.85148 3.67369 614 00000000.png

615 -0.789685 -0.0312943 -0.597971 -0.133599 -0.420672 -0.852253 3.67407 615 00000000.png

616 -0.789082 -0.0309356 -0.59865 -0.134204 -0.423197 -0.85298 3.67476 616 00000000.png

617 -0.788272 -0.0306749 -0.59961 -0.134737 -0.423219 -0.853659 3.67577 617 00000000.png

618 -0.787284 -0.0305001 -0.60081 -0.135204 -0.421066 -0.854289 3.67703 618 00000000.png

619 -0.786127 -0.0304046 -0.602237 -0.135612 -0.416883 -0.854871 3.67853 619 00000000.png

620 -0.78482 -0.0303795 -0.603861 -0.135967 -0.4109 -0.855406 3.68022 620 00000000.png

621 -0.783378 -0.0304171 -0.605659 -0.136274 -0.403318 -0.855897 3.68208 621 00000000.png

622 -0.781809 -0.0305126 -0.60762 -0.136537 -0.394239 -0.856346 3.68406 622 00000000.png

623 -0.780126 -0.0306592 -0.609721 -0.13676 -0.383844 -0.856754 3.68615 623 00000000.png

624 -0.77834 -0.0308517 -0.611948 -0.136948 -0.372261 -0.857124 3.6883 624 00000000.png

625 -0.776455 -0.0310866 -0.614292 -0.137103 -0.359565 -0.857461 3.69051 625 00000000.png

626 -0.774751 -0.0312977 -0.616397 -0.137241 -0.34912 -0.857757 3.69243 626 00000000.png

627 -0.773214 -0.0314876 -0.618288 -0.137365 -0.340743 -0.858019 3.69411 627 00000000.png

628 -0.771826 -0.0316582 -0.619986 -0.137475 -0.334126 -0.858252 3.69559 628 00000000.png

629 -0.770574 -0.0318117 -0.621512 -0.137574 -0.329168 -0.85846 3.6969 629 00000000.png

630 -0.769444 -0.0319498 -0.622883 -0.137663 -0.325694 -0.858645 3.69807 630 00000000.png

631 -0.768425 -0.0320739 -0.624116 -0.137742 -0.323596 -0.85881 3.69911 631 00000000.png

632 -0.767507 -0.0321856 -0.625224 -0.137813 -0.3227 -0.858958 3.70004 632 00000000.png

633 -0.766679 -0.032286 -0.62622 -0.137877 -0.322884 -0.859092 3.70088 633 00000000.png

634 -0.765932 -0.0323764 -0.627115 -0.137934 -0.324049 -0.859212 3.70163 634 00000000.png

635 -0.76526 -0.0324576 -0.627921 -0.137985 -0.326103 -0.859321 3.70232 635 00000000.png

636 -0.764654 -0.0325308 -0.628645 -0.138031 -0.328944 -0.85942 3.70294 636 00000000.png

637 -0.764107 -0.0325965 -0.629296 -0.138073 -0.332489 -0.859508 3.7035 637 00000000.png

638 -0.763615 -0.0326557 -0.629881 -0.13811 -0.336705 -0.859589 3.70401 638 00000000.png

639 -0.763172 -0.032709 -0.630408 -0.138143 -0.341467 -0.859663 3.70448 639 00000000.png

640 -0.762773 -0.0327569 -0.630882 -0.138173 -0.346764 -0.859729 3.70491 640 00000000.png

641 -0.762414 -0.0328 -0.631308 -0.1382 -0.35255 -0.85979 3.7053 641 00000000.png

642 -0.76209 -0.0328388 -0.631692 -0.138224 -0.358715 -0.859845 3.70565 642 00000000.png

643 -0.761798 -0.0328737 -0.632037 -0.138246 -0.365265 -0.859895 3.70598 643 00000000.png

644 -0.761256 -0.0329663 -0.632684 -0.138251 -0.368897 -0.859942 3.70661 644 00000000.png

645 -0.760493 -0.0331099 -0.633596 -0.138241 -0.369939 -0.859985 3.7075 645 00000000.png

646 -0.759528 -0.0332995 -0.634748 -0.138217 -0.368638 -0.860026 3.70863 646 00000000.png

647 -0.758381 -0.0335302 -0.636113 -0.138182 -0.365236 -0.860063 3.70996 647 00000000.png

648 -0.757069 -0.0337982 -0.63767 -0.138134 -0.359927 -0.860097 3.71147 648 00000000.png

649 -0.755606 -0.0340995 -0.639399 -0.138076 -0.352905 -0.860128 3.71312 649 00000000.png

650 -0.754007 -0.0344307 -0.641281 -0.138009 -0.34434 -0.860157 3.71488 650 00000000.png

651 -0.752285 -0.0347886 -0.643297 -0.137932 -0.33439 -0.860183 3.71672 651 00000000.png

652 -0.750443 -0.0351719 -0.645443 -0.137846 -0.323135 -0.860207 3.71862 652 00000000.png

653 -0.748502 -0.0355758 -0.647691 -0.137753 -0.310784 -0.860228 3.72055 653 00000000.png

654 -0.746463 -0.0359997 -0.650037 -0.137653 -0.297393 -0.860247 3.72249 654 00000000.png

655 -0.744333 -0.0364419 -0.652473 -0.137545 -0.28304 -0.860264 3.72442 655 00000000.png

656 -0.742132 -0.0368976 -0.654974 -0.137431 -0.267931 -0.86028 3.7263 656 00000000.png

657 -0.739854 -0.0373682 -0.657545 -0.137311 -0.252036 -0.860294 3.72814 657 00000000.png

658 -0.737512 -0.0378505 -0.66017 -0.137185 -0.235491 -0.860307 3.7299 658 00000000.png

659 -0.735101 -0.038345 -0.662852 -0.137053 -0.218293 -0.860318 3.73159 659 00000000.png

660 -0.732638 -0.0388483 -0.665572 -0.136916 -0.200585 -0.860329 3.73318 660 00000000.png

661 -0.730119 -0.039361 -0.668333 -0.136774 -0.182359 -0.860338 3.73466 661 00000000.png

662 -0.727553 -0.0398812 -0.671126 -0.136627 -0.1637 -0.860346 3.73602 662 00000000.png

663 -0.724937 -0.0404088 -0.673949 -0.136476 -0.144618 -0.860353 3.73726 663 00000000.png

664 -0.722281 -0.0409422 -0.676794 -0.13632 -0.125188 -0.86036 3.73836 664 00000000.png

665 -0.719583 -0.0414816 -0.679662 -0.13616 -0.105413 -0.860366 3.73931 665 00000000.png

666 -0.716844 -0.0420263 -0.682549 -0.135995 -0.0853242 -0.860372 3.74012 666 00000000.png

667 -0.714066 -0.0425761 -0.685455 -0.135827 -0.0649383 -0.860376 3.74076 667 00000000.png

668 -0.711256 -0.0431294 -0.68837 -0.135654 -0.0443235 -0.860381 3.74125 668 00000000.png

669 -0.708406 -0.0436878 -0.691302 -0.135477 -0.0234305 -0.860385 3.74157 669 00000000.png

670 -0.705536 -0.0442471 -0.694231 -0.135297 -0.00241635 -0.860388 3.74171 670 00000000.png

671 -0.702635 -0.0448094 -0.697166 -0.135113 0.0187888 -0.860391 3.74168 671 00000000.png

672 -0.699718 -0.0453719 -0.700094 -0.134927 0.0400707 -0.860394 3.74148 672 00000000.png

673 -0.696769 -0.0459373 -0.703028 -0.134737 0.0615308 -0.860396 3.74109 673 00000000.png

674 -0.693806 -0.0465027 -0.705952 -0.134544 0.0830496 -0.860399 3.74053 674 00000000.png

675 -0.690813 -0.0470704 -0.70888 -0.134347 0.104718 -0.8604 3.73978 675 00000000.png

676 -0.687799 -0.0476393 -0.711806 -0.134147 0.126482 -0.860402 3.73884 676 00000000.png

677 -0.684768 -0.0482081 -0.714721 -0.133945 0.148291 -0.860404 3.73771 677 00000000.png

678 -0.68203 -0.0487192 -0.717335 -0.13376 0.166878 -0.860405 3.73654 678 00000000.png

679 -0.679557 -0.0491787 -0.719677 -0.133593 0.18261 -0.860407 3.73537 679 00000000.png

680 -0.677325 -0.0495917 -0.721779 -0.133441 0.195777 -0.860407 3.73423 680 00000000.png

681 -0.67531 -0.0499629 -0.723664 -0.133302 0.206593 -0.860408 3.73313 681 00000000.png

682 -0.673493 -0.0502968 -0.725356 -0.133177 0.215366 -0.860409 3.7321 682 00000000.png

683 -0.671853 -0.0505969 -0.726875 -0.133064 0.222245 -0.86041 3.73113 683 00000000.png

684 -0.670375 -0.0508669 -0.728238 -0.132961 0.227432 -0.860411 3.73024 684 00000000.png

685 -0.669041 -0.0511096 -0.729463 -0.132869 0.231089 -0.860411 3.72941 685 00000000.png

686 -0.66784 -0.051328 -0.730564 -0.132785 0.233387 -0.860412 3.72867 686 00000000.png

687 -0.666757 -0.0515243 -0.731552 -0.132709 0.234441 -0.860412 3.72799 687 00000000.png

688 -0.665781 -0.051701 -0.73244 -0.13264 0.2344 -0.860412 3.72737 688 00000000.png

689 -0.664902 -0.0518599 -0.733239 -0.132579 0.233381 -0.860413 3.72682 689 00000000.png

690 -0.664109 -0.0520029 -0.733956 -0.132523 0.231465 -0.860413 3.72633 690 00000000.png

691 -0.663338 -0.0518067 -0.734625 -0.13276 0.22949 -0.860184 3.7259 691 00000000.png

692 -0.662583 -0.0513013 -0.735249 -0.133266 0.227457 -0.859752 3.72552 692 00000000.png

693 -0.661846 -0.0505254 -0.735832 -0.134005 0.225377 -0.859148 3.72519 693 00000000.png

694 -0.661122 -0.049502 -0.736378 -0.134959 0.223253 -0.858394 3.7249 694 00000000.png

695 -0.660412 -0.0482653 -0.736888 -0.136096 0.221092 -0.857516 3.72465 695 00000000.png

696 -0.65971 -0.0468254 -0.737366 -0.137408 0.21889 -0.856524 3.72442 696 00000000.png

697 -0.659013 -0.0451947 -0.737815 -0.138885 0.216643 -0.855429 3.72423 697 00000000.png

698 -0.658382 -0.0437269 -0.738214 -0.140214 0.213634 -0.854455 3.72406 698 00000000.png

699 -0.657813 -0.0424057 -0.738572 -0.141409 0.209931 -0.853591 3.72391 699 00000000.png

700 -0.657298 -0.0412165 -0.738891 -0.142484 0.205614 -0.852827 3.72377 700 00000000.png

701 -0.656833 -0.0401461 -0.739176 -0.143451 0.200706 -0.852153 3.72366 701 00000000.png

702 -0.656413 -0.0391827 -0.739431 -0.144321 0.195311 -0.851561 3.72356 702 00000000.png

703 -0.656034 -0.0383155 -0.73966 -0.145104 0.189442 -0.851042 3.72347 703 00000000.png

704 -0.655692 -0.0375351 -0.739864 -0.145808 0.183166 -0.850588 3.72339 704 00000000.png

705 -0.655383 -0.0368326 -0.740048 -0.146442 0.17648 -0.850191 3.72332 705 00000000.png

706 -0.654784 -0.0362664 -0.740496 -0.146999 0.172699 -0.849872 3.72311 706 00000000.png

707 -0.653929 -0.0358212 -0.741175 -0.147488 0.171477 -0.849615 3.72278 707 00000000.png

708 -0.652831 -0.0354879 -0.742074 -0.147914 0.172661 -0.849407 3.72232 708 00000000.png

709 -0.651519 -0.0352538 -0.743164 -0.148283 0.175958 -0.849238 3.72176 709 00000000.png

710 -0.65 -0.0351117 -0.744436 -0.148601 0.181251 -0.8491 3.72107 710 00000000.png

711 -0.648316 -0.0350478 -0.745852 -0.148874 0.188184 -0.848986 3.72028 711 00000000.png

712 -0.646798 -0.0349901 -0.747122 -0.149118 0.193412 -0.848878 3.71955 712 00000000.png

713 -0.645429 -0.034938 -0.748264 -0.149338 0.19713 -0.848777 3.71887 713 00000000.png

714 -0.644196 -0.0348911 -0.749289 -0.149535 0.199457 -0.848683 3.71825 714 00000000.png

715 -0.643084 -0.0348488 -0.750209 -0.149712 0.200576 -0.848598 3.71769 715 00000000.png

716 -0.642083 -0.0348107 -0.751037 -0.149871 0.200547 -0.848521 3.71718 716 00000000.png

717 -0.64118 -0.0347763 -0.75178 -0.150015 0.199555 -0.848452 3.71672 717 00000000.png

718 -0.640367 -0.0347453 -0.752449 -0.150143 0.197657 -0.848391 3.71632 718 00000000.png

719 -0.639635 -0.0347174 -0.753049 -0.150259 0.194947 -0.848336 3.71595 719 00000000.png

720 -0.638976 -0.0346922 -0.75359 -0.150363 0.191479 -0.848289 3.71563 720 00000000.png

721 -0.638382 -0.0346696 -0.754075 -0.150456 0.187366 -0.848247 3.71535 721 00000000.png

722 -0.637847 -0.0346491 -0.754512 -0.15054 0.182695 -0.848211 3.7151 722 00000000.png

723 -0.637365 -0.0346308 -0.754904 -0.150616 0.177468 -0.848181 3.71488 723 00000000.png

724 -0.636932 -0.0346142 -0.755258 -0.150683 0.171775 -0.848154 3.71469 724 00000000.png

725 -0.636203 -0.034667 -0.75586 -0.150729 0.168948 -0.848136 3.71438 725 00000000.png

726 -0.635226 -0.0347788 -0.756671 -0.150756 0.168586 -0.848123 3.71396 726 00000000.png

727 -0.634015 -0.0349454 -0.757676 -0.150765 0.170499 -0.848114 3.71343 727 00000000.png

728 -0.63259 -0.0351618 -0.758858 -0.150758 0.174477 -0.848109 3.7128 728 00000000.png

729 -0.630965 -0.0354241 -0.760202 -0.150735 0.180352 -0.848105 3.71206 729 00000000.png

730 -0.629183 -0.0357232 -0.761671 -0.150699 0.187782 -0.848104 3.71123 730 00000000.png

731 -0.627234 -0.0360597 -0.76327 -0.15065 0.196758 -0.848103 3.71027 731 00000000.png

732 -0.62514 -0.0364289 -0.764981 -0.15059 0.207095 -0.848104 3.70919 732 00000000.png

733 -0.622928 -0.0368245 -0.766778 -0.150519 0.218554 -0.848105 3.70799 733 00000000.png

734 -0.620933 -0.0371803 -0.76839 -0.150454 0.227854 -0.848105 3.70685 734 00000000.png

735 -0.619134 -0.0375004 -0.769836 -0.150395 0.235193 -0.848104 3.70579 735 00000000.png

736 -0.617512 -0.0377882 -0.771135 -0.150341 0.240815 -0.848103 3.70481 736 00000000.png

737 -0.616049 -0.0380471 -0.7723 -0.150292 0.244864 -0.848101 3.70391 737 00000000.png

738 -0.614732 -0.03828 -0.773347 -0.150247 0.247515 -0.8481 3.70309 738 00000000.png

739 -0.613544 -0.0384895 -0.774287 -0.150206 0.248857 -0.848098 3.70234 739 00000000.png

740 -0.612474 -0.038678 -0.775131 -0.150169 0.249069 -0.848097 3.70166 740 00000000.png

741 -0.61151 -0.0388476 -0.77589 -0.150136 0.248286 -0.848096 3.70106 741 00000000.png

742 -0.610641 -0.0390001 -0.776572 -0.150106 0.246569 -0.848094 3.70051 742 00000000.png

743 -0.609859 -0.0391374 -0.777185 -0.150078 0.244041 -0.848093 3.70003 743 00000000.png

744 -0.609155 -0.0392609 -0.777736 -0.150054 0.240737 -0.848093 3.6996 744 00000000.png

745 -0.60852 -0.0393721 -0.778231 -0.150031 0.236747 -0.848092 3.69922 745 00000000.png

746 -0.607949 -0.0394721 -0.778677 -0.150011 0.232204 -0.848091 3.69888 746 00000000.png

747 -0.607434 -0.039562 -0.779077 -0.149993 0.227108 -0.848091 3.69858 747 00000000.png

748 -0.606971 -0.039643 -0.779437 -0.149976 0.221515 -0.848092 3.69832 748 00000000.png

749 -0.606553 -0.0397159 -0.779761 -0.149961 0.215477 -0.848092 3.69809 749 00000000.png

750 -0.606178 -0.0397814 -0.780052 -0.149948 0.209059 -0.848092 3.69789 750 00000000.png

751 -0.60584 -0.0398404 -0.780314 -0.149935 0.202283 -0.848092 3.69772 751 00000000.png

752 -0.605535 -0.0398935 -0.78055 -0.149924 0.195151 -0.848093 3.69757 752 00000000.png

753 -0.605261 -0.0399413 -0.780762 -0.149915 0.187743 -0.848093 3.69744 753 00000000.png

754 -0.605014 -0.0399843 -0.780952 -0.149906 0.180091 -0.848094 3.69732 754 00000000.png

755 -0.604792 -0.040023 -0.781124 -0.149898 0.172196 -0.848094 3.69723 755 00000000.png

756 -0.604592 -0.0400578 -0.781278 -0.14989 0.164109 -0.848094 3.69714 756 00000000.png

757 -0.604347 -0.0397484 -0.781435 -0.150146 0.156572 -0.847952 3.69707 757 00000000.png

758 -0.604061 -0.0391313 -0.781593 -0.150637 0.14953 -0.847695 3.69701 758 00000000.png

759 -0.603736 -0.038224 -0.781751 -0.15135 0.142923 -0.847341 3.69696 759 00000000.png

760 -0.603377 -0.0370721 -0.781909 -0.152249 0.136721 -0.846915 3.69692 760 00000000.png

761 -0.602985 -0.0356906 -0.782066 -0.153323 0.130875 -0.84643 3.69689 761 00000000.png

762 -0.602565 -0.0341122 -0.782219 -0.154547 0.125355 -0.845902 3.69686 762 00000000.png

763 -0.602184 -0.0326915 -0.782355 -0.155647 0.119362 -0.845447 3.69684 763 00000000.png

764 -0.60184 -0.0314127 -0.782474 -0.156637 0.112958 -0.845058 3.69682 764 00000000.png

765 -0.601529 -0.0302618 -0.78258 -0.157528 0.106222 -0.844729 3.6968 765 00000000.png

766 -0.601248 -0.0292259 -0.782674 -0.15833 0.099134 -0.84445 3.69679 766 00000000.png

767 -0.600994 -0.0282935 -0.782757 -0.159051 0.0917517 -0.844216 3.69678 767 00000000.png

768 -0.600765 -0.0274544 -0.782831 -0.159699 0.0841167 -0.844023 3.69677 768 00000000.png

769 -0.600558 -0.0266991 -0.782896 -0.160283 0.0762656 -0.843864 3.69676 769 00000000.png

770 -0.600371 -0.0260193 -0.782955 -0.160808 0.0681973 -0.843735 3.69676 770 00000000.png

771 -0.600202 -0.0254075 -0.783007 -0.161281 0.0599127 -0.843631 3.69675 771 00000000.png

772 -0.600051 -0.0248569 -0.783053 -0.161706 0.0514709 -0.84355 3.69675 772 00000000.png

773 -0.599913 -0.0243613 -0.783095 -0.162088 0.0428585 -0.843488 3.69675 773 00000000.png

774 -0.59979 -0.0239153 -0.783132 -0.162433 0.0341391 -0.843442 3.69675 774 00000000.png

775 -0.599679 -0.0235138 -0.783165 -0.162743 0.0252818 -0.84341 3.69675 775 00000000.png

776 -0.599236 -0.0232249 -0.783456 -0.163013 0.0195395 -0.843403 3.69673 776 00000000.png

777 -0.598481 -0.02304 -0.78399 -0.163247 0.0166897 -0.843414 3.6967 777 00000000.png

778 -0.597468 -0.0229438 -0.784723 -0.163448 0.0162885 -0.843437 3.69667 778 00000000.png

779 -0.596218 -0.0229285 -0.785638 -0.163621 0.0181259 -0.843469 3.69662 779 00000000.png

780 -0.595091 -0.0229147 -0.78646 -0.163776 0.0187782 -0.843497 3.69657 780 00000000.png

781 -0.594075 -0.0229022 -0.787198 -0.163915 0.0183514 -0.843521 3.69653 781 00000000.png

782 -0.593161 -0.022891 -0.787862 -0.16404 0.0169754 -0.843544 3.6965 782 00000000.png

783 -0.592337 -0.0228808 -0.788459 -0.164153 0.0147234 -0.843565 3.69647 783 00000000.png

784 -0.591595 -0.0228717 -0.788995 -0.164254 0.0117015 -0.843585 3.69645 784 00000000.png

785 -0.590927 -0.0228634 -0.789477 -0.164344 0.00798237 -0.843604 3.69644 785 00000000.png

786 -0.590325 -0.022856 -0.78991 -0.164426 0.00366307 -0.843623 3.69643 786 00000000.png

787 -0.589784 -0.0228492 -0.790299 -0.164499 -0.00123598 -0.843641 3.69643 787 00000000.png

788 -0.589296 -0.0228432 -0.79065 -0.164565 -0.00664937 -0.843659 3.69644 788 00000000.png

789 -0.588857 -0.0228377 -0.790965 -0.164625 -0.0125397 -0.843676 3.69645 789 00000000.png

790 -0.588461 -0.0228328 -0.791248 -0.164678 -0.0188134 -0.843693 3.69647 790 00000000.png

791 -0.588105 -0.0228284 -0.791503 -0.164726 -0.0254618 -0.843709 3.69649 791 00000000.png

792 -0.587784 -0.0228244 -0.791732 -0.164769 -0.0324484 -0.843725 3.69652 792 00000000.png

793 -0.587496 -0.0228208 -0.791938 -0.164808 -0.0397275 -0.843741 3.69654 793 00000000.png

794 -0.587236 -0.0228176 -0.792124 -0.164843 -0.0472888 -0.843756 3.69657 794 00000000.png

795 -0.587002 -0.0228147 -0.79229 -0.164874 -0.0551136 -0.843771 3.6966 795 00000000.png

796 -0.586454 -0.0228825 -0.792691 -0.164893 -0.0599802 -0.843786 3.69668 796 00000000.png

797 -0.585609 -0.0230166 -0.79331 -0.1649 -0.0621033 -0.843802 3.69682 797 00000000.png

798 -0.584501 -0.0232095 -0.794122 -0.164895 -0.0617821 -0.843818 3.69701 798 00000000.png

799 -0.583161 -0.0234541 -0.795102 -0.164882 -0.0592989 -0.843834 3.69722 799 00000000.png

800 -0.581602 -0.023747 -0.796239 -0.164858 -0.0548083 -0.843849 3.69746 800 00000000.png

801 -0.57985 -0.0240825 -0.797513 -0.164826 -0.0485441 -0.843863 3.69771 801 00000000.png

802 -0.577924 -0.0244557 -0.798906 -0.164787 -0.0406922 -0.843876 3.69795 802 00000000.png

803 -0.576188 -0.0247916 -0.800156 -0.16475 -0.0346149 -0.843888 3.69813 803 00000000.png

804 -0.574624 -0.0250937 -0.801278 -0.164716 -0.0301389 -0.843898 3.69827 804 00000000.png

805 -0.573214 -0.0253655 -0.802285 -0.164686 -0.0271356 -0.843907 3.69839 805 00000000.png

806 -0.571943 -0.0256101 -0.803189 -0.164657 -0.0254193 -0.843915 3.69849 806 00000000.png

807 -0.570799 -0.0258302 -0.804001 -0.164632 -0.0248673 -0.843922 3.69857 807 00000000.png

808 -0.569767 -0.0260282 -0.80473 -0.164608 -0.0253817 -0.843929 3.69865 808 00000000.png

809 -0.568839 -0.0262064 -0.805386 -0.164587 -0.0268307 -0.843935 3.69872 809 00000000.png

810 -0.568002 -0.0263667 -0.805975 -0.164568 -0.0291338 -0.84394 3.69878 810 00000000.png

811 -0.567249 -0.026511 -0.806504 -0.16455 -0.0322107 -0.843945 3.69885 811 00000000.png

812 -0.56657 -0.0266408 -0.80698 -0.164534 -0.035982 -0.843949 3.69891 812 00000000.png

813 -0.565959 -0.0267577 -0.807408 -0.16452 -0.0403875 -0.843953 3.69898 813 00000000.png

814 -0.565409 -0.0268628 -0.807792 -0.164507 -0.0453306 -0.843957 3.69904 814 00000000.png

815 -0.564913 -0.0269574 -0.808138 -0.164495 -0.0507852 -0.84396 3.69911 815 00000000.png

816 -0.564117 -0.0271138 -0.808694 -0.164472 -0.0534824 -0.843964 3.69922 816 00000000.png

817 -0.563046 -0.0273266 -0.809439 -0.16444 -0.0536748 -0.843967 3.69937 817 00000000.png

818 -0.561726 -0.02759 -0.810355 -0.164399 -0.0516119 -0.84397 3.69956 818 00000000.png

819 -0.560171 -0.0279012 -0.811431 -0.164349 -0.0474471 -0.843973 3.69977 819 00000000.png

820 -0.558429 -0.0282499 -0.81263 -0.164291 -0.0415616 -0.843975 3.69998 820 00000000.png

821 -0.5565 -0.0286362 -0.813951 -0.164226 -0.0340059 -0.843978 3.70018 821 00000000.png

822 -0.5544 -0.0290566 -0.815383 -0.164154 -0.0249403 -0.84398 3.70036 822 00000000.png

823 -0.552155 -0.0295055 -0.816905 -0.164076 -0.0145752 -0.843982 3.70049 823 00000000.png

824 -0.55013 -0.0299093 -0.81827 -0.164004 -0.00623519 -0.843984 3.70057 824 00000000.png

825 -0.548305 -0.0302726 -0.819494 -0.163939 0.000266731 -0.843985 3.70061 825 00000000.png

826 -0.54666 -0.0305994 -0.820591 -0.163879 0.00510916 -0.843987 3.70061 826 00000000.png

827 -0.545178 -0.0308935 -0.821577 -0.163825 0.00843086 -0.843988 3.70061 827 00000000.png

828 -0.543842 -0.031158 -0.822461 -0.163776 0.0104229 -0.84399 3.70059 828 00000000.png

829 -0.542639 -0.0313961 -0.823255 -0.163731 0.0112296 -0.843991 3.70057 829 00000000.png

830 -0.541555 -0.0316102 -0.823969 -0.163691 0.0109893 -0.843992 3.70056 830 00000000.png

831 -0.540579 -0.031803 -0.824609 -0.163654 0.00975202 -0.843993 3.70054 831 00000000.png

832 -0.539699 -0.0319763 -0.825185 -0.163621 0.00761933 -0.843993 3.70053 832 00000000.png

833 -0.538907 -0.0321324 -0.825702 -0.163591 0.00474251 -0.843994 3.70053 833 00000000.png

834 -0.538194 -0.0322728 -0.826167 -0.163563 0.00113277 -0.843995 3.70054 834 00000000.png

835 -0.537552 -0.0323991 -0.826585 -0.163539 -0.00309581 -0.843996 3.70055 835 00000000.png

836 -0.536974 -0.0325128 -0.826961 -0.163517 -0.00790919 -0.843996 3.70056 836 00000000.png

837 -0.536453 -0.0326151 -0.827299 -0.163497 -0.0132315 -0.843996 3.70058 837 00000000.png

838 -0.535984 -0.0327072 -0.827603 -0.163479 -0.0190633 -0.843996 3.7006 838 00000000.png

839 -0.535562 -0.03279 -0.827876 -0.163462 -0.0253266 -0.843997 3.70063 839 00000000.png

840 -0.535182 -0.0328646 -0.828121 -0.163447 -0.0319529 -0.843997 3.70066 840 00000000.png

841 -0.53484 -0.0329317 -0.828342 -0.163434 -0.0388933 -0.843998 3.70069 841 00000000.png

842 -0.534532 -0.0329921 -0.828541 -0.163422 -0.046162 -0.843998 3.70073 842 00000000.png

843 -0.534255 -0.0330464 -0.828719 -0.163411 -0.0536807 -0.843999 3.70077 843 00000000.png

